,AC(mk),AC(mk_all),AC(test),size,F1(mk),F1(mk_all),F1(test),faverage,importance_uniformity,feature_importance,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
297,1.0,1.0,0.942,33,1.0,1.0,0.954,4.411764705882353,0.513,,0.0,0.08453434532940812,0.012345679012345798,0.0,0.021420008244579916,0.0,0.0,0.0,0.007623888182973302,0.0,0.01618196138324462,0.0,0.0,0.0,3.150632907720076e-17,0.010050251256281372,0.0,0.0,0.007197945418459879,0.0,0.09721153531906848,0.01341146619948022,0.04106059256534031,0.0,0.0,0.0050251256281407695,0.0,0.6839372014606772,0.0,0.0
298,0.995,0.995,0.936,31,0.996,0.996,0.949,4.3125,0.486,,0.0,0.08167108875600214,0.0,0.0,0.0,0.0,0.0,0.7035640904838916,0.0,0.0,0.007567401223969159,0.0,0.0,0.0,0.0,0.0,0.0,0.018519440886002658,0.01284994265174715,0.008019172007163256,0.0,0.010901335822539581,0.03482696765904962,0.10295485806357965,0.0,0.007442663841156487,0.008387926783278887,0.0032951118216198185,0.0,0.0
299,1.0,1.0,0.912,31,1.0,1.0,0.932,4.1875,0.429,,0.0,0.04344365153401082,0.0,0.009501187648456151,0.0,0.0,0.018645120439518117,0.017709563164108804,0.007326007326007421,0.0,0.007962290591756892,0.007376185458377323,0.0,0.03064959581328109,0.0,0.0,0.0,2.1004219384800544e-17,0.0,0.0,0.7476260160651074,0.014139827179889283,0.0,0.0,0.00541864447189899,0.0,0.0,0.09020191030758777,0.0,0.0
300,1.0,1.0,0.936,27,1.0,1.0,0.949,3.857142857142857,0.414,,0.0,0.01950416088765578,0.0,0.0,0.006172839506172735,0.0,0.0,0.7571706208223745,0.0,0.0,0.0,0.0,0.0,0.02045612243562053,0.0,0.007281553398058356,0.0,0.0,0.0,0.0,0.07709284990149153,0.02369505494505474,0.0,0.0,0.0,4.4408920985006856e-18,0.07133573182115079,0.017291066282420976,0.0,0.0
301,1.0,1.0,0.918,35,1.0,1.0,0.932,4.444444444444445,0.472,,0.0,0.0,0.007326007326007416,0.0,0.0,0.0,0.0,0.03825801077173099,0.0,0.0,0.0,0.0,0.0,0.026238182657653767,0.0047677258059080335,0.0,0.0,0.03968129392432331,0.0,0.023346035823140578,0.0,0.04922930671985731,0.7173308106495342,0.007591442374051115,0.0,0.0,0.008230384413420094,0.07800079953437317,0.0,0.0
302,1.0,1.0,0.906,45,1.0,1.0,0.922,4.782608695652174,0.516,,0.0,0.0,0.0,0.007326007326007425,0.0,0.0,0.021365834736661895,0.0,0.01725188638510574,0.0,0.015477355375553095,0.007183017909059467,0.0,0.007884846004909768,0.00570816077099886,0.0,0.02200867561824026,0.00502512562814077,0.0,0.010050251256281383,0.13743355539056787,0.049963178318351856,0.0,0.0,0.0,0.0,0.015005118262678665,0.678316987017443,0.0,0.0
303,0.962,0.962,0.959,15,0.97,0.97,0.967,3.0,0.38,,0.014624714229296988,0.026418049297246192,0.0,0.0,0.0,0.0,0.0,0.08027360680501619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7801281591650366,0.04263298753311006,0.047924325992175026,0.0,0.007998156978118983,0.0,0.0,0.0
304,1.0,1.0,0.942,35,1.0,1.0,0.952,4.388888888888889,0.518,,0.0,0.017883755588673854,0.006172839506172728,0.0,0.0,0.0,0.0,0.0,0.0,0.01662635944504338,0.0,0.0,0.0,0.01963813376085391,0.0073260073260074205,0.0,0.0,0.0,0.0,0.007503453870236298,0.0,0.021369219698020095,0.6784202850175035,0.06217118634119564,0.031020211679657662,0.0,0.007883905080524282,0.12398464268611112,0.0,0.0
305,1.0,1.0,0.942,25,1.0,1.0,0.954,3.230769230769231,0.371,,0.0,0.007770007770008164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00818972279003486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039662282339319135,0.78559433682756,0.016620498614958595,0.06827346117457891,0.0,0.0,0.07388969048354027,0.0,0.0
306,1.0,1.0,0.924,35,1.0,1.0,0.94,4.333333333333333,0.445,,0.0,0.00617283950617292,0.0,0.0,0.0072815533980576585,0.0,0.0,0.05060292969742616,0.011472275334608168,0.0,0.007822293507140645,0.0,0.0,0.019561887180530323,0.0,0.0,0.0,0.0,0.007326007326007363,0.007752849596213871,0.03481321438528062,0.02644323281624077,0.7383403722970733,0.0,0.06710951103547176,0.0,0.015301033919776394,0.0,0.0,0.0
